AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,age_months,Pure
A683507,,2014-07-15 17:26:00,Adoption,,Dog,Spayed Female,cairn terrier mix,Buff,36.0,No
A487470,Midnight,2014-01-20 18:40:00,Euthanasia,Aggressive,Dog,Neutered Male,labrador retriever/pit bull,Black,108.0,No
A665661,Julia,2015-09-07 15:05:00,Return_to_owner,,Cat,Spayed Female,domestic shorthair mix,White/Black,24.0,No
A668260,,2013-12-02 14:10:00,Transfer,Partner,Dog,Spayed Female,great dane,Black/White,60.0,Yes
A716964,Rello,2015-11-29 18:11:00,Return_to_owner,,Dog,Intact Male,chihuahua shorthair mix,Black/White,24.0,No
A701029,Bode,2015-05-01 11:04:00,Return_to_owner,,Dog,Neutered Male,chesa bay retr,Brown,24.0,Yes
A668506,Jake,2015-11-03 16:40:00,Return_to_owner,,Dog,Neutered Male,german shepherd,Brown/Black,84.0,Yes
A684709,,2014-07-28 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Brown Tabby/White,12.0,No
A616229,Rebecca,2015-11-21 15:21:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Black/White,72.0,No
A680336,Buddy,2014-07-12 20:04:00,Adoption,Foster,Cat,Neutered Male,domestic shorthair mix,Orange Tabby/White,2.0,No
A701898,Anita,2015-05-10 18:38:00,Return_to_owner,,Dog,Spayed Female,chihuahua shorthair mix,Tan/Black,12.0,No
A666971,,2013-11-14 17:14:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Orange Tabby/White,2.0,No
A691605,Daisy,2014-11-08 14:41:00,Return_to_owner,,Dog,Spayed Female,plott hound mix,Brown Brindle,72.0,No
A703244,,2015-05-26 16:02:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Brown Tabby/White,2.0,No
A705111,Kiki,2015-06-24 15:25:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,Brown/Black,24.0,No
A685460,Jerrid,2014-08-19 18:25:00,Adoption,,Cat,Neutered Male,siamese mix,Flame Point,84.0,No
A716890,Vidalia,2015-12-06 12:41:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby/White,3.0,No
A715741,Simba,2015-11-19 18:45:00,Adoption,,Dog,Neutered Male,chow chow mix,Red,36.0,No
A676334,,2014-04-22 15:35:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Black,24.0,No
A668122,,2013-12-01 17:58:00,Adoption,,Dog,Spayed Female,english pointer,Liver/White,84.0,Yes
A702356,,2015-05-24 17:25:00,Euthanasia,Suffering,Cat,Intact Male,domestic shorthair mix,White/Blue Tabby,1.0,No
A664842,June,2013-11-09 19:21:00,Return_to_owner,,Dog,Spayed Female,pit bull mix,Brown/White,24.0,No
A709067,Earlene,2015-08-05 00:00:00,Return_to_owner,,Dog,Intact Female,boxer mix,Black/White,5.0,No
A608918,Vader,2015-06-02 11:56:00,Transfer,Partner,Dog,Neutered Male,basset hound/labrador retriever,Black/White,48.0,No
A651596,Brownie,2014-03-06 17:13:00,Return_to_owner,,Dog,Neutered Male,labrador retriever mix,Buff,24.0,No
A720190,Little Missy,2016-02-07 00:00:00,Transfer,Partner,Dog,Spayed Female,airedale terrier mix,Tricolor,84.0,No
A676609,Buddy,2014-07-06 12:46:00,Adoption,,Dog,Neutered Male,labrador retriever/chow chow,Brown,12.0,No
A666504,,2013-12-11 12:49:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Orange Tabby/White,1.0,No
A693272,Kodiak,2015-01-31 13:33:00,Adoption,,Dog,Neutered Male,beagle/german shepherd,Black/Brown,1.0,No
A711607,Bosco,2015-09-20 14:50:00,Adoption,,Cat,Neutered Male,manx mix,White/Black,2.0,No
A713337,,2015-10-06 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Blue,36.0,No
A672758,Daisy,2014-07-16 13:48:00,Transfer,Partner,Dog,Spayed Female,chihuahua shorthair/rat terrier,Tan/White,48.0,No
A658690,Priscilla,2013-10-19 12:58:00,Adoption,,Dog,Spayed Female,pit bull mix,Black/White,12.0,No
A708390,Stella,2015-08-02 18:49:00,Adoption,,Dog,Spayed Female,flat coat retriever mix,Black/White,24.0,No
A703383,Dharma,2015-05-28 15:25:00,Transfer,Partner,Dog,Spayed Female,cocker spaniel,Buff,120.0,Yes
A689749,Taco,2014-10-18 16:55:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,2.0,No
A699816,Pebbles,2015-04-11 18:01:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,Tan,120.0,No
A701791,Arwen,2015-07-19 14:37:00,Adoption,Foster,Cat,Spayed Female,domestic longhair mix,Brown Tabby/White,24.0,No
A625690,Rainey,2014-07-21 11:09:00,Return_to_owner,,Dog,Spayed Female,rat terrier mix,White/Black,84.0,No
A686406,,2014-08-25 17:12:00,Adoption,,Dog,Neutered Male,border terrier/chihuahua shorthair,Tan/Black,12.0,No
A710318,Tank,2015-09-17 13:48:00,Transfer,Partner,Dog,Neutered Male,pit bull mix,Brown Brindle/White,60.0,No
A698972,Kiki,2015-03-23 17:50:00,Return_to_owner,,Dog,Spayed Female,chihuahua shorthair mix,Black/Gray,72.0,No
A710380,,2015-08-22 15:44:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Brown Tabby,0.25,No
A683309,,2014-07-17 18:06:00,Euthanasia,Behavior,Dog,Spayed Female,pit bull mix,Tan/White,84.0,No
A640316,Kato,2013-10-02 17:43:00,Adoption,,Dog,Neutered Male,chihuahua longhair mix,Black,12.0,No
A682760,Jasper,2014-07-10 12:48:00,Adoption,,Dog,Neutered Male,jack russell terrier/dachshund,White/Brown,12.0,No
A701707,,2015-05-03 17:24:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Orange Tabby,0.5,No
A669534,,2013-12-24 15:03:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Orange Tabby,12.0,No
A588218,Roger,2014-12-03 14:24:00,Return_to_owner,,Dog,Neutered Male,german shepherd,Black/Brown,60.0,Yes
A669795,Roxi,2014-08-11 11:12:00,Return_to_owner,,Dog,Spayed Female,rottweiler mix,Black/Tan,24.0,No
A674448,Hedwig,2014-03-18 17:04:00,Adoption,,Dog,Neutered Male,siberian husky mix,White/Cream,10.0,No
A701647,,2015-05-25 14:15:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Black,3.0,No
A672467,Apollo,2014-02-14 18:59:00,Adoption,,Dog,Neutered Male,cardigan welsh corgi/cardigan welsh corgi,Fawn/White,9.0,No
A712244,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Black/White,1.0,No
A677462,,2014-04-25 15:17:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Blue,0.0,No
A715761,,2015-11-10 09:00:00,Transfer,SCRP,Cat,Spayed Female,domestic shorthair mix,Calico,60.0,No
A720860,,2016-02-20 21:16:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,Chocolate/White,8.0,No
A701337,,2015-04-30 14:43:00,Transfer,Partner,Dog,Intact Male,cairn terrier mix,Cream,12.0,No
A710881,Ruth,2015-10-14 10:12:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Orange Tabby,2.0,No
A663948,Pumpkin,2013-10-08 17:23:00,Return_to_owner,,Cat,Neutered Male,domestic shorthair,Black/White,3.0,Yes
A699819,Coco,2015-04-06 15:37:00,Return_to_owner,,Dog,Intact Male,chihuahua shorthair mix,Chocolate/White,168.0,No
A674638,Sam,2014-03-16 10:48:00,Return_to_owner,,Dog,Neutered Male,labrador retriever mix,Chocolate,84.0,No
A718743,Newton,2016-01-10 11:36:00,Adoption,,Dog,Neutered Male,shih tzu,Gray/White,24.0,Yes
A714820,Lizzie,2015-11-05 00:00:00,Transfer,Partner,Dog,Spayed Female,plott hound mix,Brown Brindle,6.0,No
A667613,Orion,2014-01-13 15:18:00,Adoption,,Dog,Neutered Male,australian shepherd mix,Tan/White,11.0,No
A696059,Chewy,2015-02-05 14:28:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Tan/White,36.0,No
A690806,Hailey,2014-11-07 13:36:00,Transfer,Partner,Cat,Intact Female,domestic longhair mix,Black/White,2.0,No
A676494,Jimmy,2014-04-27 15:11:00,Adoption,,Dog,Neutered Male,labrador retriever/border collie,Black/White,12.0,No
A689138,,2014-09-29 18:28:00,Euthanasia,Suffering,Cat,Intact Female,siamese mix,Blue Point,1.0,No
A599155,Machete,2015-03-28 19:25:00,Euthanasia,Suffering,Dog,Neutered Male,chihuahua shorthair mix,White/Brown,48.0,No
A665587,Cheddar,2013-11-27 14:36:00,Adoption,,Cat,Neutered Male,domestic medium hair mix,Orange Tabby,96.0,No
A663555,Amelia,2013-10-16 17:01:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Calico,3.0,No
A691345,Jelly Bean,2014-11-09 14:47:00,Adoption,,Dog,Spayed Female,australian cattle dog mix,Brown/White,2.0,No
A685242,,2014-08-15 12:54:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Tortie,4.0,No
A674659,,2014-03-21 17:10:00,Euthanasia,Aggressive,Dog,Intact Male,labrador retriever/great dane,Tan/Black,24.0,No
A683609,Rascal,2014-07-17 17:50:00,Return_to_owner,,Dog,Neutered Male,dachshund mix,Brown,72.0,No
A695710,Layla,2015-08-02 13:17:00,Transfer,Partner,Dog,Spayed Female,boxer mix,Brown Brindle/White,11.0,No
A713063,,2015-10-08 16:26:00,Transfer,Partner,Dog,Spayed Female,labrador retriever mix,Tan/White,12.0,No
A667520,,2013-11-23 16:00:00,Transfer,Partner,Dog,Neutered Male,shih tzu/miniature poodle,Apricot/White,48.0,No
A685145,Mundy,2014-09-13 14:10:00,Adoption,Foster,Cat,Neutered Male,domestic medium hair mix,Blue/White,2.0,No
A716488,,2015-11-23 00:00:00,Transfer,Partner,Dog,Neutered Male,pit bull mix,Red,24.0,No
A667537,,2013-11-25 17:07:00,Adoption,,Dog,Spayed Female,australian cattle dog mix,Red Merle/Black,2.0,No
A694601,Barnaby,2015-01-06 18:37:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Black,6.0,No
A638060,Noah,2015-08-16 17:38:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Black/White,96.0,No
A672067,Jesse,2014-02-13 17:36:00,Return_to_owner,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,36.0,No
A684664,Leo,2014-08-10 17:25:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Brown/White,24.0,No
A691531,,2014-11-07 17:15:00,Transfer,Partner,Dog,Intact Male,australian cattle dog mix,White/Brown,2.0,No
A688600,,2014-09-21 13:21:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Tortie,0.75,No
A704032,Madison,2015-06-05 14:31:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby,2.0,No
A703630,Sheldon,2015-06-30 07:01:00,Adoption,Foster,Dog,Neutered Male,german shepherd mix,Brown,48.0,No
A668671,Chris,2013-12-16 14:57:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,60.0,No
A696247,Jillian,2015-11-22 13:47:00,Adoption,,Dog,Spayed Female,pointer mix,Chocolate/White,24.0,No
A664380,,2013-10-03 15:33:00,Transfer,SCRP,Cat,Intact Female,domestic medium hair mix,Calico,6.0,No
A678185,,2014-05-09 19:30:00,Transfer,Partner,Dog,Spayed Female,miniature poodle mix,Black/Gray,24.0,No
A687055,Lizzie,2014-09-01 10:39:00,Return_to_owner,,Dog,Spayed Female,collie smooth/chow chow,Sable,120.0,No
A693594,,2014-12-12 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Black/White,6.0,No
A675563,Socks,2014-04-01 12:19:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Calico,2.0,No
A696819,Captain,2015-02-21 17:30:00,Adoption,,Dog,Neutered Male,cocker spaniel mix,Sable,6.0,No
A671201,Pablito,2014-01-25 18:34:00,Return_to_owner,,Dog,Neutered Male,chihuahua shorthair mix,Tricolor,96.0,No
A715573,,2015-11-12 12:36:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Buff,6.0,No
A685899,,2014-08-14 17:23:00,Transfer,Partner,Cat,Intact Male,siamese mix,Seal Point,3.0,No
A669510,Kimchi,2014-01-01 18:45:00,Adoption,,Dog,Spayed Female,rottweiler/labrador retriever,Black/Tan,12.0,No
A697892,Bella,2015-03-16 17:38:00,Adoption,Foster,Dog,Spayed Female,chihuahua shorthair mix,Brown/Black,12.0,No
A678958,Ares,2014-05-19 18:05:00,Adoption,,Dog,Neutered Male,boxer mix,Tricolor,2.0,No
A679113,,2014-05-16 18:37:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Blue Tabby,0.5,No
A671079,,2014-01-25 18:09:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,Tan,24.0,No
A687180,,2014-09-08 11:53:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Orange Tabby/White,2.0,No
A686632,Sammy,2014-09-02 11:23:00,Return_to_owner,,Cat,Neutered Male,domestic shorthair mix,White/Brown Tabby,9.0,No
A693999,,2014-12-23 14:58:00,Transfer,Partner,Dog,Spayed Female,rat terrier mix,Black/White,48.0,No
A691614,Challino,2014-11-12 18:27:00,Adoption,,Dog,Neutered Male,german shepherd/siberian husky,Red/White,4.0,No
A683070,,2014-07-06 18:33:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,White,0.1,No
A703781,Romeo,2015-05-30 15:30:00,Transfer,Partner,Dog,Intact Male,dachshund,Blue Merle/White,72.0,Yes
A668803,Dumpling,2014-01-11 17:42:00,Adoption,Foster,Dog,Spayed Female,border collie/labrador retriever,Black/White,2.0,No
A675983,,2014-04-03 15:19:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Blue Tabby,8.0,No
A684825,Carl,2014-08-06 14:23:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black/White,1.0,No
A667828,,2013-11-26 14:55:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Black,4.0,No
A707611,Belle,2015-07-31 12:56:00,Adoption,,Cat,Intact Female,domestic shorthair mix,Torbie,2.0,No
A677885,Lil' Mama,2014-05-12 14:05:00,Return_to_owner,,Dog,Intact Female,pit bull mix,Fawn,24.0,No
A675622,,2014-04-04 15:30:00,Adoption,,Dog,Neutered Male,collie smooth/labrador retriever,Tricolor,4.0,No
A720143,,2016-02-08 19:23:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Brown Tabby,12.0,No
A701793,,2015-07-16 11:09:00,Adoption,Foster,Cat,Spayed Female,siamese mix,Lynx Point/White,3.0,No
A682824,,2014-07-08 14:48:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black/White,2.0,No
A711494,Celeste,2015-12-24 10:12:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Orange Tabby/White,4.0,No
A686319,Jack,2015-06-14 12:01:00,Adoption,,Dog,Neutered Male,plott hound/rhod ridgeback,Brown Brindle,60.0,No
A671251,Buffy,2014-01-23 14:06:00,Return_to_owner,,Dog,Spayed Female,pit bull mix,Fawn/White,24.0,No
A684978,,2014-07-31 13:22:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Brown Tabby,0.5,No
A689449,Bizzy,2014-11-18 11:32:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Black,2.0,No
A715812,,2015-11-15 18:01:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,Tan/White,10.0,No
A681003,,2014-06-17 13:27:00,Transfer,Partner,Dog,Neutered Male,pointer/labrador retriever,Black/White,24.0,No
A715346,Molina,2015-11-09 17:02:00,Adoption,,Dog,Spayed Female,anatol shepherd/great pyrenees,White,10.0,No
A683732,,2014-07-25 16:48:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Blue,1.0,No
A679956,Simon,2014-06-08 16:49:00,Return_to_owner,,Dog,Neutered Male,anatol shepherd,Fawn/Black,12.0,Yes
A695297,Sparkles,2015-01-19 17:53:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby/White,7.0,No
A695950,Laurel,2015-02-13 14:49:00,Adoption,Foster,Dog,Spayed Female,pit bull mix,Brown/White,24.0,No
A694278,Mya,2015-01-02 16:50:00,Transfer,Partner,Dog,Spayed Female,great dane,Black/White,84.0,Yes
A707887,Firefly,2015-07-22 18:37:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,2.0,No
A710227,Sebastian,2015-08-24 18:23:00,Euthanasia,Suffering,Cat,Neutered Male,domestic shorthair mix,Black/White,144.0,No
A686918,Aimee,2014-09-02 14:51:00,Transfer,Partner,Dog,Intact Female,australian cattle dog mix,Tricolor,36.0,No
A693739,Lily,2014-12-19 11:23:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Black/White,3.0,No
A711807,Lola,2015-10-23 18:07:00,Adoption,,Dog,Spayed Female,chinese sharpei/australian cattle dog,Red Tick/White,24.0,No
A677157,Sadie,2014-04-22 16:02:00,Return_to_owner,,Dog,Intact Female,labrador retriever mix,Yellow,144.0,No
A697921,Pi,2015-03-16 12:10:00,Adoption,,Dog,Spayed Female,flat coat retriever mix,Black,12.0,No
A686691,,2014-08-29 16:56:00,Transfer,Partner,Dog,Neutered Male,labrador retriever mix,Yellow,36.0,No
A678627,Qwayzar,2014-05-25 17:32:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Calico,1.0,No
A698117,,2015-03-06 09:54:00,Transfer,Partner,Dog,Unknown,labrador retriever mix,White,0.2,No
A656110,Clover,2013-11-22 17:54:00,Return_to_owner,,Dog,Spayed Female,rat terrier mix,Tricolor,9.0,No
A690723,Friskie,2014-11-23 18:23:00,Adoption,,Cat,Spayed Female,domestic longhair mix,Black/White,2.0,No
A678099,Spartacus,2015-06-10 17:23:00,Euthanasia,Aggressive,Dog,Neutered Male,akita/pit bull,Tan/White,24.0,No
A717989,Leroy,2015-12-28 17:33:00,Return_to_owner,,Dog,Neutered Male,american bulldog mix,White,84.0,No
A673784,Severus,2014-03-10 16:24:00,Transfer,Partner,Dog,Neutered Male,labrador retriever mix,Blue,4.0,No
A699927,Lennon,2015-05-26 15:52:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Orange Tabby,120.0,No
A671889,Jezebel,2014-02-27 16:04:00,Return_to_owner,,Dog,Spayed Female,chihuahua shorthair mix,Tan,60.0,No
A697627,Lucy,2015-03-01 16:13:00,Adoption,,Dog,Spayed Female,pointer/labrador retriever,Chocolate/White,24.0,No
A685945,Cody,2014-09-20 15:37:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Tan/White,60.0,No
A689951,Nelson,2014-10-15 17:21:00,Adoption,,Cat,Neutered Male,siamese mix,Flame Point,5.0,No
A699499,,2015-04-01 18:44:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Black/White,12.0,No
A715735,Nico,2015-11-13 12:59:00,Transfer,Partner,Dog,Intact Male,labrador retriever,Buff/Tan,12.0,Yes
A688501,Watson,2014-12-18 13:35:00,Transfer,Partner,Cat,Neutered Male,domestic medium hair mix,Black,4.0,No
A672263,Daisy,2014-02-13 17:05:00,Transfer,Partner,Dog,Spayed Female,chihuahua shorthair/rat terrier,White/Tan,24.0,No
A672744,Oso,2014-04-17 17:09:00,Euthanasia,Aggressive,Dog,Intact Male,rottweiler mix,Black/Tan,36.0,No
A701165,,2015-04-24 17:47:00,Transfer,Partner,Cat,Intact Male,domestic shorthair,Blue,1.0,Yes
A702973,,2015-05-19 18:49:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Black/White,0.75,No
A705338,,2015-06-17 12:27:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Tortie,0.75,No
A696609,Lizzy,2015-07-11 13:49:00,Transfer,Partner,Dog,Spayed Female,labrador retriever,Black,24.0,Yes
A714481,Bobby,2015-11-08 19:10:00,Adoption,,Dog,Neutered Male,boxer mix,Brown/White,12.0,No
A685178,,2014-08-03 17:47:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Blue Tabby,0.5,No
A689596,,2014-10-10 14:05:00,Adoption,,Dog,Neutered Male,jack russell terrier mix,White/Tan,24.0,No
A714546,Blaze,2015-10-26 12:43:00,Return_to_owner,,Dog,Intact Male,pit bull/dogue de bordeaux,Red/White,9.0,No
A671352,Roman,2014-01-26 15:19:00,Adoption,,Dog,Neutered Male,labrador retriever/chow chow,Brown,36.0,No
A705656,Rasberry,2015-06-26 09:42:00,Euthanasia,Suffering,Cat,Intact Female,domestic shorthair mix,Tortie,1.0,No
A695943,Tucker,2015-02-08 14:55:00,Adoption,,Dog,Neutered Male,bernese mountain dog/rottweiler,Tricolor,24.0,No
A719517,,2016-01-26 19:01:00,Transfer,SCRP,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,24.0,No
A682535,,2014-07-04 18:42:00,Transfer,Partner,Dog,Neutered Male,plott hound mix,Brown Brindle/Red Tick,4.0,No
A713263,Houston,2015-10-16 17:24:00,Return_to_owner,,Dog,Intact Male,english bulldog,Brown Brindle,36.0,Yes
A681679,Captain,2014-12-05 17:10:00,Transfer,Partner,Dog,Neutered Male,pit bull mix,Brown/White,12.0,No
A687906,Kerby,2014-09-25 18:48:00,Transfer,Partner,Cat,Intact Male,domestic medium hair mix,Brown Tabby/White,1.0,No
A678536,Tulip,2014-05-17 13:44:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,White/Brown,12.0,No
A718585,,2016-01-07 12:44:00,Transfer,Partner,Dog,Neutered Male,labrador retriever mix,Black/Tan,2.0,No
A543073,Tiny Tinker,2015-05-11 18:38:00,Return_to_owner,,Dog,Spayed Female,chihuahua shorthair,Brown,108.0,Yes
A697959,Nigel,2015-05-31 18:53:00,Adoption,,Dog,Neutered Male,pit bull mix,Brown,24.0,No
A715378,Sadie,2015-11-21 11:17:00,Adoption,,Dog,Spayed Female,pointer mix,White/Blue,6.0,No
A697281,,2015-03-03 13:14:00,Adoption,,Dog,Neutered Male,chihuahua longhair/italian greyhound,Tricolor,3.0,No
A681576,Pippin,2014-07-07 16:52:00,Adoption,Foster,Dog,Neutered Male,labrador retriever/blue lacy,Chocolate/White,1.0,No
A716400,Calliope,2015-11-24 00:00:00,Transfer,Partner,Dog,Intact Female,yorkshire terrier mix,Black/Tan,12.0,No
A677460,Petra,2014-05-16 14:58:00,Adoption,,Dog,Spayed Female,pit bull mix,Blue/White,24.0,No
A675049,Judy,2014-03-22 16:23:00,Return_to_owner,,Dog,Spayed Female,labrador retriever mix,Black/White,36.0,No
A710655,Cloud,2015-10-10 14:30:00,Adoption,,Cat,Intact Male,siamese mix,Lilac Point,2.0,No
A660046,Grace,2014-03-09 17:06:00,Return_to_owner,,Dog,Spayed Female,american staffordshire terrier mix,Blue/White,24.0,No
A660910,Kief,2013-10-24 12:31:00,Return_to_owner,,Dog,Neutered Male,dachshund/catahoula,Brown Brindle/White,24.0,No
A686377,,2014-08-25 17:01:00,Adoption,,Dog,Neutered Male,dachshund wirehair mix,Brown/Black,2.0,No
A679631,Callie,2014-07-14 18:08:00,Euthanasia,Suffering,Cat,Spayed Female,domestic longhair mix,Tortie,144.0,No
A671682,,2014-01-30 13:14:00,Transfer,SCRP,Cat,Neutered Male,domestic shorthair mix,Blue,24.0,No
A695654,Asha,2015-01-27 14:06:00,Euthanasia,Suffering,Dog,Intact Female,labrador retriever mix,Black,8.0,No
A718566,Eleonora,2016-01-12 09:30:00,Euthanasia,Suffering,Cat,Intact Female,domestic shorthair mix,Brown Tabby/White,120.0,No
A680351,Oliver,2014-07-07 15:39:00,Adoption,,Cat,Neutered Male,domestic medium hair mix,Orange Tabby,2.0,No
A680506,Shaka,2014-06-07 17:09:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Buff/White,3.0,No
A650694,Riku,2013-12-18 14:04:00,Return_to_owner,,Dog,Neutered Male,blue lacy/pit bull,Blue/White,12.0,No
A681414,,2014-06-18 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Tortie,24.0,No
A714972,Dennis,2015-11-29 19:00:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Blue Tabby,2.0,No
A682833,Nala,2014-09-13 18:35:00,Adoption,Foster,Cat,Spayed Female,siamese mix,Lilac Point,3.0,No
A698953,,2015-03-25 17:17:00,Adoption,,Dog,Spayed Female,miniature poodle mix,White,84.0,No
